    1      2
    1      4
    1      8
    1     14
    2      2
    2      3
    2      5
    2      9
    3      2
    3      3
    3      7
    4      1
    4      4
    4      8
    5      2
    5      5
    6      3
    7      4
    7      6
    8      1
    8      2
    9      3
   10      1
   12      5
   13      2
   14      4
   15      1
   15      3
   16      1
   16      2
   16      4
   16      6
   17      1
   17      2
   17      4
   18      2
   19      1
   22      1
   31      2
   31      4
   31      6
   31     13
   32      2
   32      4
   32      7
   33      2
   33      3
   33      6
   33     11
   34      1
   34      4
   34      8
   35      3
   35      6
   36      1
   36      4
   37      2
   37      7
   38      3
   38      5
   39      2
   39      6
   40      4
   41      1
   41      3
   44      2
   45      4
