1 4
1 3
1 2
1 1
1 5
2 3
2 2
2 5
2 1
2 4
3 2
3 1
3 5
3 3
3 4
4 5
4 2
4 3
4 1
4 4
5 3
5 5
5 4
5 1
5 2
6 5
6 4
6 2
6 1
6 3
7 1
7 4
7 2
7 5
7 3
8 2
8 4
8 5
8 1
8 3
9 5
9 4
9 3
9 2
9 1
10 1
10 5
10 4
10 3
10 2
11 1
11 5
11 3
11 2
11 4
12 5
12 2
12 4
12 1
12 3
13 3
13 2
13 5
13 1
13 4
14 1
14 3
14 2
14 4
14 5
15 1
15 4
15 2
15 3
15 5
16 4
16 2
16 5
16 1
16 3
17 1
17 3
17 5
17 4
17 2
18 5
18 4
18 2
18 3
18 1
19 2
19 5
19 3
19 1
19 4
20 3
20 5
20 4
20 2
20 1
21 3
21 2
21 5
21 1
21 4
22 3
22 2
22 4
22 5
22 1
23 3
23 2
23 5
23 1
23 4
24 5
24 3
24 2
24 1
24 4
25 3
25 1
25 2
25 5
25 4
26 3
26 5
26 4
26 2
26 1
27 4
27 2
27 5
27 1
27 3
28 1
28 2
28 3
28 5
28 4
29 5
29 4
29 2
29 1
29 3
30 5
30 1
30 3
30 2
30 4
31 1
31 3
31 5
31 2
31 4
32 3
32 4
32 1
32 2
32 5
33 5
33 1
33 4
33 2
33 3
34 3
34 2
34 4
34 1
34 5
35 5
35 2
35 3
35 1
35 4
36 5
36 3
36 1
36 2
36 4
37 3
37 1
37 2
37 5
37 4
38 1
38 2
38 3
38 5
38 4
39 1
39 4
39 3
39 2
39 5
40 4
40 5
40 1
40 2
40 3
41 1
41 3
41 4
41 5
41 2
42 5
42 3
42 2
42 4
42 1
43 1
43 5
43 2
43 3
43 4
44 5
44 2
44 3
44 4
44 1
45 2
45 5
45 3
45 1
45 4
46 5
46 2
46 4
46 1
46 3
47 4
47 1
47 2
47 5
47 3
48 5
48 3
48 1
48 4
48 2
49 2
49 1
49 5
49 3
49 4
50 4
50 5
50 3
50 2
50 1
51 2
51 3
51 1
51 4
51 5
52 3
52 2
52 4
52 1
52 5
53 5
53 2
53 4
53 1
53 3
54 5
54 2
54 4
54 3
54 1
55 1
55 4
55 5
55 3
55 2
56 4
56 2
56 1
56 5
56 3
57 3
57 2
57 4
57 1
57 5
58 5
58 4
58 2
58 3
58 1
59 2
59 5
59 4
59 3
59 1
60 5
60 3
60 1
60 4
60 2
61 4
61 3
61 2
61 5
61 1
62 3
62 5
62 1
62 2
62 4
63 4
63 5
63 2
63 1
63 3
64 5
64 3
64 2
64 1
64 4
65 4
65 3
65 2
65 5
65 1
66 5
66 4
66 1
66 3
66 2
67 1
67 3
67 5
67 4
67 2
68 1
68 2
68 3
68 4
68 5
69 4
69 5
69 2
69 1
69 3
70 5
70 1
70 2
70 3
70 4
71 1
71 3
71 5
71 2
71 4
72 5
72 3
72 4
72 1
72 2
