1 14
1 8
1 4
1 1
1 2
2 9
2 14
2 5
2 3
2 1
2 2
3 13
3 2
3 7
3 3
4 14
4 8
4 1
4 4
5 5
5 10
5 2
6 12
6 3
6 8
7 4
7 6
7 15
8 1
8 9
8 2
9 7
9 3
10 1
10 15
10 9
12 5
13 11
13 2
14 4
14 8
15 6
15 3
15 14
15 1
16 9
16 14
16 4
16 6
16 2
16 1
17 14
17 1
17 4
17 8
17 2
18 6
18 10
18 15
18 4
18 2
19 1
19 12
19 3
19 7
20 5
20 10
20 2
20 15
22 14
22 7
22 4
22 1
23 2
23 10
23 3
23 5
24 6
24 2
24 12
24 1
25 9
26 4
27 14
27 7
28 3
28 5
29 2
29 10
29 1
31 13
31 2
31 4
31 6
31 1
32 2
32 7
32 15
32 4
32 1
33 11
33 6
33 3
33 2
34 1
34 8
34 4
34 13
35 6
35 11
35 3
36 13
36 1
36 4
37 7
37 2
38 9
38 3
38 5
38 14
39 12
39 2
39 6
40 4
41 1
41 3
41 8
42 5
44 14
44 7
44 2
45 10
45 4
