2 1
2 12
2 17
5 9
6 6
6 19
7 12
8 3
8 13
10 6
10 9
11 3
11 17
12 2
13 2
13 7
14 4
15 11
16 11
21 5
23 10
23 17
24 5
24 8
26 8
26 9
26 18
29 6
29 9
29 10
31 3
31 4
31 19
34 4
34 17
35 5
36 3
36 11
37 6
38 8
39 12
39 16
40 16
41 3
41 14
43 1
44 7
45 1
45 9
45 17
46 16
47 17
48 17
50 1
50 8
50 9
52 12
53 13
54 8
55 6
55 17
56 13
56 17
59 12
59 14
60 6
60 8
60 11
61 8
62 9
63 5
64 2
64 18
65 1
66 12
67 7
67 13
68 1
68 4
68 5
71 2
73 10
73 11
75 7
78 9
79 7
80 2
80 3
81 1
81 2
82 9
82 19
83 6
83 14
83 18
