2 3
2 6
2 8
2 10
2 14
6 11
7 2
7 14
9 16
10 5
10 7
10 14
11 11
12 4
12 11
13 9
13 13
14 4
15 14
15 18
16 3
18 3
18 5
18 17
19 6
19 12
20 12
20 17
22 4
23 8
24 1
24 18
25 9
26 3
26 12
26 19
27 1
28 13
29 14
32 10
32 13
32 17
33 5
33 10
33 15
33 18
36 2
36 18
38 16
39 1
40 5
40 19
41 4
42 14
43 15
44 11
45 9
46 7
49 10
50 16
51 6
51 13
54 1
56 7
57 12
58 12
59 6
59 15
60 5
60 18
61 11
61 12
61 17
61 19
62 5
63 3
63 5
63 6
63 10
65 1
65 2
65 6
66 1
66 14
68 3
68 4
69 4
70 14
74 5
75 4
75 10
75 12
77 6
78 6
82 4
83 1
83 4
83 6
83 10
