    1      1
    1      2
    1      3
    2      1
    2      2
    2      3
    3      1
    3      2
    3      3
    4      1
    4      2
    4      3
    4      4
    5      1
    5      2
    5      3
    5      4
    6      1
    6      2
    6      3
    6      4
    6      5
    7      1
    7      2
    7      3
    7      4
    7      5
    8      1
    8      2
    8      3
    8      4
    8      5
    8      6
    9      2
    9      3
    9      4
    9      5
    9      6
    9      7
    9      8
   10      2
   10      3
   10      4
   10      5
   10      6
   10      7
   10      8
   10      9
   10     10
   17      1
   18      1
   19      1
   19      2
   20      1
   20      2
   20      3
   20      4
   21      1
   22      1
   23      1
   24      1
   25      1
   25      2
   26      1
   26      2
   27      1
   27      2
   27      3
   28      1
   28      2
   28      3
   28      4
   29      1
   29      2
   29      3
   29      4
   29      5
   30      2
   30      3
   30      4
   30      5
   30      6
   30      7
   30      8
   30      9
   30     10
