1 4
1 2
1 6
1 3
1 1
1 5
2 6
2 2
2 5
2 1
2 3
2 4
3 1
3 2
3 3
3 5
4 6
4 4
5 5
5 2
5 1
5 6
5 3
5 4
6 1
6 6
6 3
6 5
6 4
6 2
7 6
7 1
7 4
7 3
7 5
7 2
8 1
8 3
8 4
8 2
8 6
8 5
9 4
9 6
9 5
9 2
9 3
9 1
10 5
10 1
10 3
10 6
10 2
10 4
11 3
11 1
11 4
11 2
11 6
11 5
12 6
12 3
12 4
12 2
12 1
12 5
13 1
13 3
13 6
13 4
13 5
14 2
15 3
15 2
15 6
15 5
15 4
15 1
16 6
16 5
16 1
16 2
16 3
16 4
17 4
17 3
17 6
17 5
17 1
17 2
18 3
18 2
18 1
18 4
18 6
18 5
19 5
19 6
19 3
19 2
19 1
19 4
20 6
20 2
20 5
20 4
20 1
20 3
21 1
21 3
21 6
21 5
21 2
21 4
22 5
22 3
22 1
22 2
22 6
22 4
23 3
23 5
23 4
23 2
23 6
23 1
24 2
25 1
25 4
25 6
25 3
25 5
26 3
26 2
26 4
26 5
26 1
26 6
27 5
27 1
27 2
27 3
27 6
27 4
28 6
28 4
28 1
28 5
28 2
28 3
29 5
29 4
29 1
29 2
29 3
29 6
30 4
30 5
30 1
30 2
30 6
30 3
31 2
31 3
31 6
31 1
31 4
31 5
32 1
32 6
32 4
32 3
32 5
32 2
33 2
33 6
33 5
34 4
34 3
34 1
35 3
35 6
35 1
35 2
35 4
35 5
36 5
36 2
36 4
36 3
36 1
36 6
37 4
37 6
37 2
37 5
37 3
37 1
38 2
38 3
38 4
38 6
38 1
38 5
39 6
39 4
39 5
39 3
39 1
39 2
40 4
40 3
40 5
40 6
40 2
40 1
41 2
41 4
41 6
41 5
41 3
41 1
42 6
42 1
43 2
43 4
43 3
43 5
44 2
44 4
44 5
44 1
44 3
44 6
45 1
45 6
45 4
45 3
45 2
45 5
46 3
46 6
46 1
46 4
46 5
46 2
47 2
47 5
47 3
47 4
47 1
47 6
48 5
48 6
48 2
48 4
48 3
48 1
49 5
49 2
49 3
49 6
49 1
49 4
50 1
50 2
50 6
50 4
50 5
50 3
51 6
51 5
52 4
52 2
52 1
52 3
53 1
53 4
53 6
53 2
53 5
53 3
54 1
54 4
54 2
54 6
54 5
54 3
55 3
55 6
55 4
55 5
55 1
55 2
56 3
56 6
56 1
56 4
56 5
56 2
57 6
57 3
57 1
57 2
57 4
57 5
58 5
58 3
58 4
58 6
58 1
58 2
59 6
59 1
59 5
59 3
59 2
59 4
60 2
60 4
60 3
61 1
61 5
61 6
62 3
62 6
62 5
62 2
62 1
62 4
63 3
63 4
63 6
63 1
63 2
63 5
64 6
64 3
64 5
64 1
64 2
64 4
65 4
65 3
65 5
65 1
65 6
65 2
66 6
66 1
66 5
66 4
66 3
66 2
67 3
67 1
67 2
67 6
67 5
67 4
68 4
68 6
68 1
68 2
68 3
68 5
69 3
69 2
69 4
69 6
69 1
70 5
71 4
71 2
71 6
71 5
71 3
71 1
72 1
72 2
72 5
72 6
72 3
72 4
73 6
73 2
73 1
73 3
73 4
73 5
74 4
74 1
74 3
74 5
74 6
74 2
75 4
75 2
75 6
75 5
75 1
75 3
76 4
76 2
76 3
76 5
76 1
76 6
77 3
77 6
77 4
77 5
77 2
77 1
78 2
78 1
78 4
78 3
78 6
78 5
79 5
79 6
79 3
79 1
80 2
80 4
81 6
81 3
81 4
81 2
81 5
81 1
82 4
82 2
82 6
82 5
82 1
82 3
83 4
83 2
83 1
83 6
83 3
83 5
