1 10
1 6
1 3
1 9
1 12
1 2
1 15
1 14
1 4
1 1
1 11
1 13
1 7
1 5
1 8
2 5
2 8
2 1
2 2
2 14
2 3
2 4
2 12
2 6
2 9
2 7
2 10
2 11
2 15
2 13
3 11
3 15
3 10
3 14
3 3
3 2
3 7
3 13
3 12
3 4
3 6
3 5
3 9
3 8
3 1
4 8
4 5
4 1
4 10
4 6
4 14
4 11
4 12
4 13
4 2
4 15
4 3
4 4
4 9
4 7
5 11
5 8
5 6
5 9
5 7
5 5
5 2
5 14
5 12
5 10
5 3
5 15
5 1
5 4
5 13
6 14
6 6
6 7
6 4
6 2
6 11
6 13
6 1
6 8
6 12
6 5
6 9
6 10
6 15
6 3
7 6
7 8
7 13
7 11
7 12
7 15
7 9
7 4
7 5
7 1
7 7
7 10
7 2
7 3
7 14
8 5
8 13
8 14
8 15
8 3
8 6
8 12
8 4
8 11
8 10
8 2
8 1
8 7
8 8
8 9
9 9
9 4
9 10
9 11
9 14
9 2
9 3
9 7
9 8
9 6
9 12
9 1
9 15
9 5
9 13
10 13
10 11
10 6
10 9
10 15
10 1
10 14
10 12
10 10
10 7
10 8
10 2
10 3
10 4
10 5
11 15
11 14
11 10
11 2
11 9
11 7
11 6
11 4
11 13
11 5
11 11
11 1
11 12
11 8
11 3
12 2
12 5
12 1
12 14
12 9
12 4
12 13
12 8
12 3
12 6
12 10
12 7
12 15
12 11
12 12
13 3
13 4
13 11
13 6
13 14
13 12
13 7
13 9
13 2
13 8
13 5
13 15
13 13
13 10
13 1
14 13
14 6
14 5
14 4
14 1
14 12
14 15
14 9
14 14
14 3
14 10
14 7
14 11
14 2
14 8
15 13
15 4
15 5
15 3
15 9
15 1
15 7
15 10
15 2
15 12
15 15
15 14
15 6
15 8
15 11
16 6
16 2
16 12
16 11
16 4
16 7
16 13
16 15
16 14
16 1
16 8
16 9
16 5
16 10
16 3
17 1
17 2
17 10
17 4
17 6
17 3
17 9
17 7
17 14
17 5
17 13
17 8
17 11
17 12
17 15
18 4
18 6
18 11
18 1
18 10
18 12
18 5
18 9
18 7
18 2
18 13
18 15
18 3
18 14
18 8
19 15
19 14
19 2
19 7
19 9
19 6
19 10
19 8
19 5
19 3
19 11
19 12
19 1
19 4
19 13
20 3
20 12
20 9
20 11
20 7
20 14
20 13
20 1
20 8
20 2
20 4
20 6
20 10
20 5
20 15
21 4
21 3
21 10
21 2
21 8
21 14
21 12
21 9
21 7
21 13
21 15
21 6
21 11
21 5
21 1
22 12
22 13
22 10
22 6
22 7
22 15
22 8
22 1
22 2
22 11
22 4
22 3
22 14
22 5
22 9
23 13
23 5
23 12
23 14
23 2
23 7
23 8
23 15
23 9
23 11
23 4
23 10
23 1
23 3
23 6
24 15
24 6
24 2
24 3
24 12
24 14
24 5
24 13
24 1
24 4
24 7
24 9
24 8
24 10
24 11
25 15
25 7
25 11
25 1
25 14
25 9
25 2
25 6
25 12
25 13
25 3
25 5
25 8
25 4
25 10
26 2
26 4
26 5
26 11
26 7
26 14
26 6
26 3
26 9
26 15
26 1
26 12
26 13
26 10
26 8
27 15
27 6
27 12
27 7
27 4
27 14
27 11
27 13
27 9
27 8
27 1
27 5
27 10
27 2
27 3
28 6
28 3
28 4
28 7
28 1
28 12
28 10
28 11
28 2
28 13
28 15
28 8
28 9
28 5
28 14
29 3
29 15
29 12
29 9
29 11
29 10
29 1
29 2
29 4
29 5
29 14
29 8
29 7
29 13
29 6
30 13
30 1
30 7
30 15
30 14
30 2
30 6
30 3
30 9
30 8
30 11
30 5
30 4
30 12
30 10
31 1
31 11
31 5
31 2
31 10
31 6
31 15
31 13
31 3
31 14
31 8
31 7
31 12
31 9
31 4
32 13
32 5
32 15
32 9
32 2
32 6
32 10
32 3
32 8
32 11
32 14
32 7
32 1
32 12
32 4
33 3
33 7
33 11
33 1
33 15
33 9
33 12
33 13
33 8
33 6
33 14
33 5
33 4
33 10
33 2
34 9
34 10
34 14
34 15
34 12
34 5
34 11
34 3
34 13
34 4
34 7
34 6
34 8
34 1
34 2
35 7
35 1
35 12
35 11
35 5
35 10
35 6
35 15
35 9
35 13
35 2
35 14
35 8
35 3
35 4
36 3
36 4
36 9
36 8
36 12
36 5
36 7
36 6
36 2
36 15
36 10
36 1
36 14
36 13
36 11
37 2
37 12
37 4
37 11
37 10
37 9
37 13
37 6
37 15
37 7
37 5
37 8
37 1
37 3
37 14
38 3
38 6
38 14
38 5
38 13
38 4
38 12
38 1
38 10
38 7
38 15
38 11
38 9
38 8
38 2
39 6
39 12
39 11
39 9
39 13
39 15
39 1
39 14
39 8
39 5
39 7
39 4
39 10
39 2
39 3
40 11
40 6
40 2
40 1
40 9
40 10
40 15
40 3
40 8
40 4
40 12
40 13
40 5
40 7
40 14
41 2
41 15
41 8
41 1
41 13
41 3
41 7
41 9
41 12
41 4
41 6
41 5
41 10
41 14
41 11
42 10
42 4
42 14
42 5
42 15
42 12
42 13
42 8
42 7
42 1
42 11
42 6
42 9
42 3
42 2
43 5
43 12
43 3
43 11
43 15
43 13
43 4
43 2
43 1
43 14
43 10
43 6
43 7
43 8
43 9
44 1
44 3
44 9
44 2
44 14
44 13
44 8
44 10
44 6
44 5
44 7
44 4
44 12
44 11
44 15
45 2
45 3
45 7
45 6
45 14
45 5
45 12
45 4
45 11
45 13
45 1
45 10
45 15
45 9
45 8
